Matrix,Iterations,Spectral Radius,G Norm
0,1000,2.9222381102830344,4.148990283234027
1,13,0.5208333333333333,1.2095001550227267
2,41,0.5791995908372038,0.590702612016331
3,6,0.009773662551440333,0.0457834984793737
4,19,0.1892520185641683,0.500994065165091
5,39,0.9943497383016474,1.0035205005687369
6,80,1.1823130043013756,1.1972520620153468
7,7,0.09279930833671561,0.17189574810665142
8,41,0.7423944666937254,0.990748525914403
