Matrix,Iterations,Spectral Radius,G Norm,Time to Converge
4,924.0,2.155374962979729,3.0299431604496405,0.00946650505065918
4,1000.0,1.2296433838838932,3.258535799336192,0.009731054306030273
4,74.0,0.813309105469277,2.6407947527549123,0.006760485967000325
4,20.0,0.44381882501569925,1.0393492741038726,0.005142247676849366
4,34.0,0.6411328099556962,2.154566223685152,0.004197921752929688
4,108.0,0.8755950357709136,1.5452435981999013,0.003670342763264974
4,169.0,0.9219544457292885,1.36106575888162,0.003369631086077009
4,17.0,0.4619397662556435,0.8660254037844386,0.002984309196472168
4,174.0,0.923879532511287,1.7320508075688772,0.0028410752614339194
