Iteration,x_k,f(x_k)
1,2.96084,14.11296
2,2.92014,13.22021
3,2.8778,12.32187
4,2.83364,11.41818
5,2.78751,10.50951
6,2.73922,9.59645
7,2.68857,8.67985
8,2.63533,7.76101
9,2.57927,6.84182
10,2.52014,5.92508
11,2.45774,5.01498
12,2.39197,4.11779
13,2.32296,3.24316
14,2.25138,2.40604
15,2.17901,1.63004
16,2.10981,0.95215
17,2.05135,0.42675
18,2.01402,0.11335
19,2.00124,0.00991
20,2.00001,8e-05
21,2.0,0.0
