Iteration,x_k,f(x_k)
1,-0.89442,2.86216
2,0.89439,-2.86211
3,-0.89421,2.86182
4,0.89313,-2.86009
5,-0.8867,2.84965
6,0.84953,-2.78502
7,-0.66828,2.37467
8,0.22438,-0.88624
9,-0.00587,0.02348
10,0.0,-0.0
