Iteration,x_k,f(x_k)
269,2.8045,108.40046
270,2.80365,108.23302
271,2.80279,108.06547
272,2.80193,107.8978
273,2.80108,107.73001
274,2.80022,107.5621
275,2.79935,107.39406
276,2.79849,107.2259
277,2.79763,107.05762
278,2.79676,106.88922
279,2.7959,106.72069
280,2.79503,106.55204
281,2.79416,106.38326
282,2.79329,106.21437
283,2.79242,106.04534
284,2.79155,105.87619
285,2.79067,105.70691
286,2.7898,105.53751
287,2.78892,105.36798
288,2.78804,105.19833
289,2.78717,105.02854
290,2.78629,104.85863
291,2.7854,104.68859
292,2.78452,104.51842
293,2.78364,104.34812
294,2.78275,104.1777
295,2.78186,104.00714
296,2.78097,103.83645
297,2.78008,103.66563
298,2.77919,103.49468
299,2.7783,103.3236
300,2.77741,103.15238
301,2.77651,102.98103
302,2.77561,102.80955
303,2.77472,102.63794
304,2.77382,102.46619
305,2.77291,102.2943
306,2.77201,102.12228
307,2.77111,101.95013
308,2.7702,101.77784
309,2.7693,101.60541
310,2.76839,101.43284
311,2.76748,101.26014
312,2.76657,101.0873
313,2.76565,100.91432
314,2.76474,100.7412
315,2.76382,100.56795
316,2.76291,100.39455
317,2.76199,100.22101
318,2.76107,100.04733
319,2.76015,99.87351
320,2.75922,99.69955
321,2.7583,99.52544
322,2.75737,99.3512
323,2.75645,99.1768
324,2.75552,99.00227
325,2.75459,98.82759
326,2.75365,98.65276
327,2.75272,98.47779
328,2.75179,98.30267
329,2.75085,98.12741
330,2.74991,97.95199
331,2.74897,97.77643
332,2.74803,97.60073
333,2.74709,97.42487
334,2.74614,97.24886
335,2.74519,97.0727
336,2.74425,96.8964
337,2.7433,96.71994
338,2.74235,96.54333
339,2.74139,96.36656
340,2.74044,96.18965
341,2.73948,96.01258
342,2.73853,95.83535
343,2.73757,95.65797
344,2.73661,95.48044
345,2.73564,95.30275
346,2.73468,95.1249
347,2.73371,94.9469
348,2.73275,94.76873
349,2.73178,94.59041
350,2.7308,94.41193
351,2.72983,94.2333
352,2.72886,94.0545
353,2.72788,93.87554
354,2.7269,93.69641
355,2.72592,93.51713
356,2.72494,93.33768
357,2.72396,93.15807
358,2.72297,92.9783
359,2.72199,92.79836
360,2.721,92.61825
361,2.72001,92.43798
362,2.71902,92.25754
363,2.71802,92.07694
364,2.71703,91.89616
365,2.71603,91.71522
366,2.71503,91.53411
367,2.71403,91.35282
368,2.71303,91.17137
369,2.71202,90.98975
370,2.71101,90.80795
371,2.71,90.62598
372,2.70899,90.44383
373,2.70798,90.26151
374,2.70697,90.07902
375,2.70595,89.89635
376,2.70493,89.7135
377,2.70391,89.53047
378,2.70289,89.34727
379,2.70187,89.16388
380,2.70084,88.98032
381,2.69981,88.79658
382,2.69878,88.61265
383,2.69775,88.42854
384,2.69672,88.24425
385,2.69568,88.05978
386,2.69464,87.87512
387,2.6936,87.69028
388,2.69256,87.50525
389,2.69152,87.32003
390,2.69047,87.13462
391,2.68942,86.94903
392,2.68837,86.76324
393,2.68732,86.57727
394,2.68627,86.3911
395,2.68521,86.20474
396,2.68415,86.01819
397,2.68309,85.83145
398,2.68203,85.64451
399,2.68096,85.45737
400,2.6799,85.27004
401,2.67883,85.08251
402,2.67775,84.89478
403,2.67668,84.70686
404,2.67561,84.51873
405,2.67453,84.3304
406,2.67345,84.14187
407,2.67236,83.95313
408,2.67128,83.7642
409,2.67019,83.57505
410,2.6691,83.3857
411,2.66801,83.19615
412,2.66692,83.00638
413,2.66582,82.81641
414,2.66472,82.62623
415,2.66362,82.43583
416,2.66252,82.24523
417,2.66141,82.05441
418,2.6603,81.86338
419,2.65919,81.67213
420,2.65808,81.48066
421,2.65697,81.28898
422,2.65585,81.09708
423,2.65473,80.90496
424,2.65361,80.71262
425,2.65248,80.52006
426,2.65135,80.32728
427,2.65022,80.13427
428,2.64909,79.94104
429,2.64796,79.74758
430,2.64682,79.5539
431,2.64568,79.35998
432,2.64453,79.16584
433,2.64339,78.97146
434,2.64224,78.77686
435,2.64109,78.58202
436,2.63994,78.38694
437,2.63878,78.19163
438,2.63762,77.99609
439,2.63646,77.8003
440,2.6353,77.60428
441,2.63413,77.40801
442,2.63296,77.21151
443,2.63179,77.01476
444,2.63062,76.81776
445,2.62944,76.62052
446,2.62826,76.42304
447,2.62708,76.2253
448,2.62589,76.02732
449,2.6247,75.82908
450,2.62351,75.63059
451,2.62232,75.43185
452,2.62112,75.23285
453,2.61992,75.0336
454,2.61871,74.83408
455,2.61751,74.63431
456,2.6163,74.43427
457,2.61509,74.23398
458,2.61387,74.03342
459,2.61265,73.83259
460,2.61143,73.6315
461,2.61021,73.43013
462,2.60898,73.2285
463,2.60775,73.0266
464,2.60652,72.82442
465,2.60528,72.62197
466,2.60404,72.41924
467,2.6028,72.21623
468,2.60155,72.01294
469,2.6003,71.80937
470,2.59905,71.60552
471,2.59779,71.40138
472,2.59654,71.19696
473,2.59527,70.99225
474,2.59401,70.78725
475,2.59274,70.58195
476,2.59147,70.37636
477,2.59019,70.17048
478,2.58891,69.9643
479,2.58763,69.75782
480,2.58634,69.55104
481,2.58505,69.34396
482,2.58376,69.13657
483,2.58246,68.92887
484,2.58116,68.72087
485,2.57986,68.51255
486,2.57855,68.30393
487,2.57724,68.09498
488,2.57593,67.88573
489,2.57461,67.67615
490,2.57328,67.46625
491,2.57196,67.25603
492,2.57063,67.04548
493,2.5693,66.83461
494,2.56796,66.62341
495,2.56662,66.41187
496,2.56527,66.2
497,2.56392,65.9878
498,2.56257,65.77526
499,2.56121,65.56237
500,2.55985,65.34915
501,2.55849,65.13557
502,2.55712,64.92165
503,2.55575,64.70738
504,2.55437,64.49276
505,2.55299,64.27778
506,2.5516,64.06245
507,2.55021,63.84675
508,2.54882,63.63069
509,2.54742,63.41427
510,2.54602,63.19748
511,2.54461,62.98032
512,2.5432,62.76278
513,2.54178,62.54487
514,2.54036,62.32658
515,2.53894,62.10791
516,2.53751,61.88885
517,2.53608,61.66941
518,2.53464,61.44957
519,2.5332,61.22934
520,2.53175,61.00872
521,2.5303,60.7877
522,2.52884,60.56627
523,2.52738,60.34444
524,2.52591,60.1222
525,2.52444,59.89955
526,2.52296,59.67649
527,2.52148,59.453
528,2.51999,59.2291
529,2.5185,59.00477
530,2.51701,58.78001
531,2.5155,58.55482
532,2.514,58.32919
533,2.51248,58.10313
534,2.51097,57.87662
535,2.50944,57.64967
536,2.50792,57.42226
537,2.50638,57.19441
538,2.50484,56.96609
539,2.5033,56.73732
540,2.50175,56.50808
541,2.50019,56.27837
542,2.49863,56.04818
543,2.49706,55.81752
544,2.49549,55.58638
545,2.49391,55.35475
546,2.49233,55.12264
547,2.49074,54.89002
548,2.48914,54.65691
549,2.48754,54.4233
550,2.48593,54.18918
551,2.48431,53.95454
552,2.48269,53.71939
553,2.48106,53.48372
554,2.47943,53.24752
555,2.47779,53.01078
556,2.47614,52.77351
557,2.47449,52.5357
558,2.47283,52.29734
559,2.47116,52.05843
560,2.46949,51.81897
561,2.46781,51.57893
562,2.46612,51.33833
563,2.46443,51.09716
564,2.46272,50.85541
565,2.46101,50.61307
566,2.4593,50.37013
567,2.45758,50.1266
568,2.45584,49.88247
569,2.45411,49.63773
570,2.45236,49.39237
571,2.45061,49.14638
572,2.44885,48.89977
573,2.44708,48.65252
574,2.4453,48.40463
575,2.44352,48.15609
576,2.44172,47.90689
577,2.43992,47.65703
578,2.43811,47.4065
579,2.43629,47.15528
580,2.43447,46.90338
581,2.43263,46.65079
582,2.43079,46.39749
583,2.42894,46.14349
584,2.42708,45.88876
585,2.42521,45.63331
586,2.42333,45.37712
587,2.42144,45.12019
588,2.41954,44.86251
589,2.41763,44.60406
590,2.41572,44.34484
591,2.41379,44.08484
592,2.41185,43.82405
593,2.40991,43.56246
594,2.40795,43.30006
595,2.40598,43.03684
596,2.404,42.77278
597,2.40202,42.50789
598,2.40002,42.24214
599,2.39801,41.97552
600,2.39599,41.70804
601,2.39395,41.43966
602,2.39191,41.17038
603,2.38986,40.90019
604,2.38779,40.62908
605,2.38571,40.35703
606,2.38362,40.08403
607,2.38152,39.81006
608,2.3794,39.53512
609,2.37727,39.25918
610,2.37513,38.98224
611,2.37298,38.70427
612,2.37081,38.42527
613,2.36863,38.14522
614,2.36644,37.86409
615,2.36423,37.58189
616,2.36201,37.29857
617,2.35978,37.01414
618,2.35753,36.72858
619,2.35526,36.44185
620,2.35298,36.15395
621,2.35068,35.86486
622,2.34837,35.57455
623,2.34605,35.28301
624,2.3437,34.99022
625,2.34134,34.69614
626,2.33897,34.40077
627,2.33657,34.10407
628,2.33416,33.80603
629,2.33173,33.50662
630,2.32929,33.20581
631,2.32682,32.90358
632,2.32434,32.5999
633,2.32183,32.29474
634,2.31931,31.98808
635,2.31677,31.67989
636,2.31421,31.37013
637,2.31162,31.05877
638,2.30902,30.74578
639,2.30639,30.43113
640,2.30374,30.11479
641,2.30107,29.79671
642,2.29837,29.47685
643,2.29565,29.15519
644,2.29291,28.83168
645,2.29014,28.50627
646,2.28735,28.17893
647,2.28453,27.84961
648,2.28168,27.51825
649,2.2788,27.18482
650,2.2759,26.84927
651,2.27297,26.51153
652,2.27001,26.17155
653,2.26701,25.82929
654,2.26399,25.48466
655,2.26093,25.13762
656,2.25785,24.7881
657,2.25472,24.43603
658,2.25156,24.08133
659,2.24837,23.72393
660,2.24514,23.36376
661,2.24187,23.00072
662,2.23856,22.63474
663,2.2352,22.26571
664,2.23181,21.89355
665,2.22837,21.51815
666,2.22489,21.13941
667,2.22136,20.7572
668,2.21778,20.37142
669,2.21415,19.98193
670,2.21047,19.5886
671,2.20673,19.19128
672,2.20294,18.78983
673,2.19909,18.38409
674,2.19517,17.97387
675,2.1912,17.55901
676,2.18715,17.1393
677,2.18304,16.71452
678,2.17885,16.28447
679,2.17459,15.84889
680,2.17024,15.40753
681,2.16581,14.9601
682,2.16129,14.5063
683,2.15668,14.04581
684,2.15197,13.57827
685,2.14715,13.10329
686,2.14223,12.62046
687,2.13718,12.12932
688,2.13201,11.62936
689,2.12671,11.12006
690,2.12126,10.6008
691,2.11566,10.07094
692,2.1099,9.52977
693,2.10396,8.97651
694,2.09783,8.41033
695,2.0915,7.83033
696,2.08495,7.23556
697,2.07817,6.62506
698,2.07113,5.99792
699,2.06383,5.3534
700,2.05624,4.69117
701,2.04838,4.01177
702,2.04025,3.31751
703,2.03191,2.61425
704,2.02352,1.91488
705,2.0154,1.24602
706,2.00818,0.65865
707,2.00291,0.23361
708,2.00045,0.03625
709,2.00001,0.00098
710,2.0,0.0
