Iteration,x_k,f(x_k)
1,-0.89442,5.72431
2,0.89439,-5.72422
3,-0.89421,5.72364
4,0.89313,-5.72018
5,-0.8867,5.69929
6,0.84953,-5.57003
7,-0.66828,4.74934
8,0.22438,-1.77248
9,-0.00587,0.04696
10,0.0,-0.0
